충전소주소,충전기타입,충전기ID,충전기명칭,충전기 상태 코드,충전방식,충전소ID,충전소 명칭,위도,경도,충전기 상태 갱신 시각
강원도 인제군 남면 남전리 1105 주차장,급속,12038,급속01,충전가능,DC콤보,5379,하늘내린도리안,38.0014181224414,128.162659366859,2024-05-27 16:10:53
강원도 인제군 인제읍 고사리 204-11 주차장,급속,12041,급속01,충전가능,DC콤보,5378,고사리 문화관광,38.01039786323396,128.23905554003093,2024-05-27 16:10:54
강원도 인제군 북면 원통리 658-3 주차장,급속,12034,급속01,충전가능,DC콤보,5383,북면 행정복지센터,38.1249943813027,128.20469388262748,2024-05-27 16:10:49
강원도 인제군 남면 남전리 1105 주차장,급속,12039,급속02,충전가능,DC콤보,5379,하늘내린도리안,38.0014181224414,128.162659366859,2024-05-27 16:11:04
강원도 인제군 서화면 천도리 443-3 주차장,급속,12040,급속01,충전가능,DC콤보,5380,서화체육공원,38.22964469689153,128.20729767563773,2024-05-27 16:11:06
경기도 연천군 전곡읍 전곡리 163-1 연천전곡리유적주차장,급속,12044,급속01,충전가능,DC콤보,5392,전곡선사박물관,38.01178,127.06720,2024-05-27 16:14:12
경기도 연천군 군남면 남계리 30-1 황지리마을회관,급속,12045,급속01,충전가능,DC콤보,5393,황지리마을회관,38.026635,127.046701,2024-05-27 16:11:30
경기도 연천군 신서면 대광리 산 25-1 고대산자연휴양림 방문자센터 앞,급속,12046,급속01,충전가능,DC콤보,5394,고대산자연휴양림,38.211061,127.150663,2024-05-27 16:12:48
대구광역시 북구 침산동 430-4 지하1층 주차장,급속,11214,급속01,충전가능,DC콤보,4864,대구축산물프라자 침산점,35.88886514324033,128.58502828315346,2024-05-27 16:11:18
대구광역시 북구 침산동 430-4 지하1층 주차장,급속,11215,급속02,충전가능,DC콤보,4864,대구축산물프라자 침산점,35.88886514324033,128.58502828315346,2024-05-27 16:11:02
전라남도 장흥군 안양면 수문리 142-33 (실외완전노출) 공용주차장,급속,12072,급속01,충전중,DC콤보,5411,수문랜드캠핑장,34.6344069439113,127.033137447998,2024-05-27 16:15:01
전라남도 장흥군 장평면 용강리 27-1 장평중앙길 42,급속,12073,급속01,충전가능,DC콤보,5414,장평면행정복지센터,34.7734843177793,126.975294798929,2024-05-27 16:15:50
전라남도 장흥군 회진면 대리 115-12 회진면 대리 115-12,급속,12080,급속01,충전가능,DC콤보,5418,회진 해양낚시공원,34.4701064441055,126.976613087625,2024-05-27 16:10:57
전라남도 곡성군 겸면 가정리 산 96-6 주차장,급속,12177,급속01,충전가능,DC콤보,5478,(고속도로)곡성휴게소 순천방향,35.2585824517559,127.150321826896,2024-05-27 16:15:00
전라남도 곡성군 겸면 가정리 348-18 주차장,급속,12179,급속01,충전중,DC콤보,5479,(고속도로)곡성휴게소 논산방향,35.2596578310425,127.152922633483,2024-05-27 16:14:00
전라남도 곡성군 겸면 가정리 348-18 주차장,급속,12180,급속02,충전가능,DC콤보,5479,(고속도로)곡성휴게소 논산방향,35.2596578310425,127.152922633483,2024-05-27 16:11:02
전라남도 광양시 진상면 섬거리 295-17 진상문화센터 공융주차장,급속,12183,급속02,통신장애,DC콤보,5452,진상문화센터,35.0193464214147,127.720149733381,2024-05-24 22:20:57
전라남도 광양시 옥룡면 운평리 243 옥룡문화센터 주차장,급속,12184,급속02,충전가능,DC콤보,5451,옥룡문화센터,35.017135,127.618337,2024-05-27 16:10:50
전라남도 광양시 마동 654-1 마동생태공원 565번지 공용주차장,급속,12181,급속02,충전가능,DC콤보,5453,마동생태공원,34.9498335815188,127.698705844708,2024-05-27 16:11:09
전라남도 광양시 옥곡면 신금리 1377-8 옥곡면사무소 공용주차장,급속,12182,급속02,충전가능,DC콤보,5449,옥곡면사무소,34.9895884775983,127.698498380617,2024-05-27 16:11:16
전라남도 강진군 성전면 송학리 839 (실외완전노출)공영주차장,급속,12186,급속01,충전가능,DC콤보,5459,(주)케이에이치씨,34.67818936708722,126.73677833921897,2024-05-27 16:10:54
전라남도 강진군 성전면 송학리 835 환경산업진흥원 주차장,급속,12185,급속01,충전가능,DC콤보,5457,전라남도 환경산업진흥원,34.67849034106255,126.73631363657875,2024-05-27 16:11:06
전라남도 광양시 진월면 신아리 1192-1 섬진강휴게소 부산방향 주차장 우측,급속,12190,급속03,충전가능,DC콤보,5456,(고속도로)섬진강휴게소 부산방향,34.984712491026,127.770362041432,2024-05-27 16:11:01
전라남도 광양시 진월면 신아리 1192-1 섬진강휴게소 부산방향 주차장 우측,급속,12189,급속02,충전가능,DC콤보,5456,(고속도로)섬진강휴게소 부산방향,34.984712491026,127.770362041432,2024-05-27 16:10:57
전라남도 영암군 삼호읍 삼포리 1904 그랜드스탠드L구역 뒤쪽,급속,12187,급속01,충전가능,DC콤보,5486,F1경기장 충전소,34.73013070776841,126.41768482659455,2024-05-27 16:11:05
전라남도 광양시 진월면 신아리 220-1 섬진강휴게소 주유소 좌측,급속,12191,급속02,충전가능,DC콤보,5455,(고속도로)섬진강휴게소 순천방향,34.9849448164135,127.768634024714,2024-05-27 16:15:36
전라남도 영암군 삼호읍 나불리 338-3 주차장,급속,12188,급속01,충전가능,DC콤보,5487,영암소방서,34.7668067200613,126.439236683948,2024-05-27 16:10:49
경상북도 상주시 신봉동 산 1-5 남산근린공원주차장(남성동 209-1),급속,12196,급속01,충전가능,DC콤보,5481,남산근린공원주차장,36.40976589564818,128.1573076876707,2024-05-27 16:10:52
경상북도 상주시 남성동 140-3 상주시청 건물 뒤편,급속,12194,급속01,충전가능,DC콤보,5480,상주시청,36.41143084485857,128.1593837038677,2024-05-27 16:11:04
"강원도 춘천시 신북읍 장본1길 12 (산천리, 춘천기상대) 내부 주차장",급속,12197,급속01,충전가능,DC콤보,5491,강원지방기상청 춘천기상대,37.94758821701393,127.75481627169766,2024-05-27 16:13:43
강원도 영월군 영월읍 하송리 242 군청 보건소 뒤,급속,12195,급속01,충전가능,DC콤보,5489,영월군청 전기차충전소,37.184008,128.461842,2024-05-27 16:11:11
강원도 영월군 영월읍 하송리 373-1 공용주차장 위치,급속,12193,급속01,충전가능,DC콤보,5490,영월군공용주차장,37.17886552933195,128.45855513971503,2024-05-27 16:10:50
강원도 강릉시 사천면 방동리 807-1 강원지방기상청,급속,12200,급속01,충전가능,DC콤보,5492,강원지방기상청,37.804075714693894,128.85395664916308,2024-05-27 16:11:14
"강원도 속초시 동해대로 4044 (조양동, 국민건강보험공단) 국민건강보험공단 주차장",급속,12202,급속01,충전가능,DC콤보,5484,국민건강보험공단,38.19013277085873,128.59244218517568,2024-05-27 16:15:02
"강원도 평창군 용평면 경강로 2159-58 (이목정리, 평창하행휴게소) 평창휴게소(강릉방향)",급속,12207,급속01,충전가능,DC콤보,5494,(고속도로)평창휴게소 강릉방향,37.60563320978163,128.4527989563726,2024-05-27 16:15:51
"강원도 평창군 용평면 경강로 2159-58 (이목정리, 평창하행휴게소) 평창휴게소(강릉방향)",급속,12208,급속02,충전가능,DC콤보,5494,(고속도로)평창휴게소 강릉방향,37.60563320978163,128.4527989563726,2024-05-27 16:14:30
강원도 강릉시 구정면 제비리 888 구정휴게소(동해방향),급속,12204,급속02,충전가능,DC콤보,5493,(고속도로)구정휴게소 동해방향,37.72263751062491,128.85162657076708,2024-05-27 16:14:47
강원도 강릉시 구정면 제비리 888 구정휴게소(동해방향),급속,12206,급속04,충전가능,DC콤보,5493,(고속도로)구정휴게소 동해방향,37.72263751062491,128.85162657076708,2024-05-27 16:13:05
강원도 강릉시 노암동 200-11 강원영동병무지청 주차장,급속,12199,급속01,충전가능,DC콤보,4971,강원영동병무지청,37.748808700376095,128.90771972772094,2024-05-27 16:11:12
울산광역시 북구 신천동 745-34 신천동 745-35번지,급속,11273,급속01,충전중,DC콤보,4921,매곡천 공영주차장,35.6376911647141,129.354169476968,2024-05-27 16:15:00
울산광역시 북구 신천동 745-34 신천동 745-35번지,급속,11274,급속02,충전가능,DC콤보,4921,매곡천 공영주차장,35.6376911647141,129.354169476968,2024-05-27 16:11:19
부산광역시 강서구 대저2동 1932-1 ,급속,11275,급속01,충전가능,DC콤보,4922,강서브라이트센터,35.18005590232811,128.95704146361643,2024-05-27 16:16:25
부산광역시 강서구 미음동 1641 ,급속,11284,급속04,충전가능,DC콤보,4926,미음 화물차고지,35.149196230020834,128.8630959047356,2024-05-27 16:16:17
부산광역시 강서구 지사동 1274 ,급속,11280,급속01,충전가능,DC콤보,4925,부산테크노파크,35.14653050266687,128.82643532368246,2024-05-27 16:16:11
부산광역시 강서구 미음동 1641 ,급속,11281,급속01,충전가능,DC콤보,4926,미음 화물차고지,35.149196230020834,128.8630959047356,2024-05-27 16:16:18
부산광역시 강서구 미음동 1641 ,급속,11282,급속02,충전가능,DC콤보,4926,미음 화물차고지,35.149196230020834,128.8630959047356,2024-05-27 16:16:20
부산광역시 강서구 대저1동 2300 ,급속,11277,급속01,고장/점검,DC콤보,4923,강서구청 역세권 공영주차장,35.21210832528398,128.97963174124132,2024-05-27 16:11:19
부산광역시 강서구 대저1동 2300 ,급속,11278,급속02,충전가능,DC콤보,4923,강서구청 역세권 공영주차장,35.21210832528398,128.97963174124132,2024-05-27 16:15:42
부산광역시 강서구 대저2동 1932-1 ,급속,11276,급속02,충전가능,DC콤보,4922,강서브라이트센터,35.18005590232811,128.95704146361643,2024-05-27 16:16:12
부산광역시 강서구 성북동 229-1 ,급속,11279,급속01,충전가능,DC콤보,4924,가덕도동 행정복지센터,35.05685367057269,128.8317787322024,2024-05-27 16:16:23
부산광역시 강서구 미음동 1641 ,급속,11283,급속03,충전가능,DC콤보,4926,미음 화물차고지,35.149196230020834,128.8630959047356,2024-05-27 16:16:21
부산광역시 해운대구 우동 1500 오디토리엄 지하주차장,급속,11300,급속02,충전가능,DC콤보,4890,벡스코,35.16835687833592,129.13462711452325,2024-05-27 16:16:16
부산광역시 해운대구 우동 1413 실내 지하주차장,급속,11303,급속01,충전가능,DC콤보,4892,시립미술관,35.16632386636933,129.13685106715502,2024-05-27 16:16:27
부산광역시 해운대구 우동 1467 지하주차장,급속,11304,급속01,충전가능,DC콤보,4894,영화의전당,35.17175896688665,129.12770047110933,2024-05-27 16:16:14
부산광역시 수영구 남천동 148-15 실외 주차장,급속,11305,급속01,충전가능,DC콤보,4896,수영구청,35.14542936363177,129.11265883531772,2024-05-27 16:15:05
부산광역시 남구 용호동 14-1 실외 주차장,급속,11310,급속01,충전중,DC콤보,4900,이기대 제1공영주차장,35.1260025274946,129.117944631703,2024-05-27 16:15:00
부산광역시 남구 용호동 895-18 실외,급속,11302,급속01,충전가능,DC콤보,4891,남구국민체육센터,35.103495426839,129.10818195198632,2024-05-27 16:16:21
충청남도 당진시 송악읍 중흥리 367 주차장 뒷쪽,급속,11353,급속01,충전가능,DC콤보,4974,송악사회복지관,36.937582561054945,126.74262065735394,2024-05-27 16:16:40
충청남도 당진시 송악읍 복운리 1674-1 공영주차장,급속,11354,급속01,충전가능,DC콤보,4975,복운3리 공영주차장,36.94108225928057,126.78391982833113,2024-05-27 16:12:56
충청남도 당진시 송악읍 가교리 352 마을회관 안쪽,급속,11352,급속01,충전가능,AC3상,4973,가교2리마을회관,36.8735538669287,126.694659655678,2024-05-27 16:17:20
충청남도 당진시 송악읍 복운리 1674-1 공영주차장,급속,11355,급속02,충전가능,DC콤보,4975,복운3리 공영주차장,36.94108225928057,126.78391982833113,2024-05-27 16:17:17
충청남도 공주시 반포면 봉곡리 산 1-21 공주치료감호소 입구,급속,11359,급속01,충전가능,DC콤보,4982,공주치료감호소 입구,36.41176733011926,127.24043339530162,2024-05-27 16:16:38
충청남도 공주시 반포면 봉곡리 산 1-21 공주치료감호소 입구,급속,11364,급속02,충전가능,DC콤보,4982,공주치료감호소 입구,36.41176733011926,127.24043339530162,2024-05-27 16:16:47
충청남도 공주시 반포면 학봉리 923 반포면학봉리371-1동학사주차장,급속,11362,급속01,충전가능,DC콤보,4980,동학사주차장,36.36699393806375,127.25445662987563,2024-05-27 16:14:00
충청남도 공주시 반포면 학봉리 923 반포면학봉리371-1동학사주차장,급속,11363,급속02,충전가능,DC콤보,4980,동학사주차장,36.36699393806375,127.25445662987563,2024-05-27 16:17:10
충청남도 공주시 우금티로 772 정문 입차 후 좌측,급속,11360,급속02,충전가능,DC콤보,150,공주지사,36.453694,127.133922,2024-05-27 16:11:52
충청남도 공주시 정안면 광정리 283-7 정안면 광정리 283-7,급속,11361,급속01,충전중,DC콤보,4981,정안행정복지센터,36.60917909655921,127.12259238764456,2024-05-27 16:15:00
충청남도 부여군 부여읍 석목리 143-7 부여농협 하나로마트,급속,11368,급속01,충전가능,DC콤보,4998,부여농협 하나로마트,36.2840755289297,126.93140367872,2024-05-27 16:11:24
충청남도 부여군 옥산면 안서리 368-1 옥산면 행정복지센터,급속,11369,급속01,충전가능,DC콤보,4996,옥산면 행정복지센터,36.191559941729324,126.73333493758966,2024-05-27 16:15:04
충청남도 부여군 규암면 규암리 산 12-1 규암면 행정복지센터,급속,11365,급속01,충전중,DC콤보,4993,규암면 행정복지센터,36.27495873563619,126.88392279177012,2024-05-27 16:15:00
충청남도 부여군 구룡면 태양리 85-4 구룡면 행정복지센터,급속,11366,급속01,충전가능,DC콤보,4997,구룡면 행정복지센터,36.25224752551704,126.81353975433464,2024-05-27 16:16:25
충청남도 논산시 양촌면 채광리 358-3 주차장,급속,11372,급속01,고장/점검,DC콤보,5002,양촌농협 산지유통물류센터,36.13082536077364,127.25210903929228,2024-05-16 12:56:21
충청남도 예산군 예산읍 신례원리 433 충남테크노파크 자동차센터 입구 1층,급속,11374,급속01,충전가능,DC콤보,5001,테크노파크 자동차센터,36.717710798641,126.846043875349,2024-05-27 16:16:51
세종특별자치시 조치원읍 신흥리 53-1 보건소 출입구 정면,급속,11430,급속02,통신장애,DC콤보,5009,보건소신청사,36.59606424154735,127.29259753483427,2024-05-26 15:20:01
인천광역시 계양구 계산동 724 장미공원 입구 쪽 지상주차장,급속,11511,급속01,충전가능,DC차데모+DC콤보+AC3상,5080,계양구청 문화회관,37.546644936963965,126.7180026222822,2024-05-27 16:17:13
경상북도 구미시 공단동 174 주차장 태양광충전소 인버터측 3면,급속,11524,급속02,충전가능,DC콤보,5084,구미세무서,36.111906155447016,128.38506624653453,2024-05-27 16:16:21
